,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY
,date,open,high,low,close,adjusted_close,volume,macd,macd_diff,macd_signal,bb_mavg,bb_hband,bb_lband,bb_hband_ind,bb_lband_ind,vwap,stoch_rsi,stochrsi_d,stochrsi_k
1170,1997-09-16,93.3125,95.2813,93.0313,94.8125,60.2323,6979000,0.14617927051195068,0.15426964732190687,-0.008090376809956203,92.48751999999999,94.93429373094318,90.0407462690568,0.0,0.0,92.32661826774978,1.0,0.6188676109554855,0.808330008936002
1171,1997-09-17,95.375,95.5,94.5,94.8125,60.2323,2220000,0.29612083639666764,0.24336897056529908,0.052751865831368566,92.585955,95.23239850136817,89.93951149863183,0.0,0.0,92.54017951962142,1.0,0.7583964498926018,0.8964176967610218
1172,1997-09-18,95.0,96.375,94.9688,95.2188,60.4904,5045400,0.4426332217890092,0.3119050847661125,0.1307281370228967,92.63439500000001,95.43204452735934,89.83674547264069,0.0,0.0,92.95878452466668,1.0,0.9015825685656749,1.0
1173,1997-09-19,94.6563,95.3594,94.4063,95.0313,60.5929,1566400,0.5374206095261371,0.3253539780025923,0.21206663152354482,92.75627,95.74225893843128,89.77028106156872,0.0,0.0,93.14101374549203,0.9367315505001474,0.9584427378648016,0.9789105168333823
1174,1997-09-22,95.5,96.2031,95.2188,95.5625,60.9317,3259000,0.6479347097814383,0.34869446260631476,0.29924024717512354,92.90626999999999,96.13018159004618,89.6823584099538,0.0,0.0,93.40936339248866,1.0,0.9859403445555884,0.9789105168333823
1175,1997-09-23,95.5625,95.7031,94.75,95.125,60.6527,1872800,0.6922356748272591,0.3143963421217084,0.3778393327055507,93.05158,96.39809692337487,89.70506307662514,0.0,0.0,93.48990206638436,0.8503485025455371,0.9622825726717755,0.9290266843485613
1176,1997-09-24,95.375,96.1094,94.2813,94.3438,60.1546,2793100,0.656737733768253,0.22311872085016182,0.43361901291809113,93.2258,96.45853892543684,89.99306107456317,0.0,0.0,93.57995729189797,0.5942233391314337,0.9075981605803114,0.8148572805589899
1177,1997-09-25,94.25,94.75,93.625,93.6875,59.7361,6327800,0.5690873499326443,0.10837466961164255,0.46071268032100177,93.33986,96.46701198761345,90.21270801238656,0.0,0.0,93.64668728908964,0.3924681658281047,0.7854102113586366,0.6123466691683582
1178,1997-09-26,94.4375,94.8125,94.1875,94.4688,60.2343,3995800,0.5562559967858647,0.0764346531718903,0.4798213436139744,93.56251999999999,96.32395619271475,90.80108380728524,0.0,0.0,93.70788164622469,0.6091688656118522,0.6530524688614929,0.5319534568571299
1179,1997-09-29,94.5,95.5625,94.1563,95.375,60.8121,2065000,0.6121533013371163,0.1058655661785135,0.5062877351586028,93.81251999999999,96.26210973022734,91.36293026977265,0.0,0.0,93.76092698503813,0.8391120517683401,0.5859610512538626,0.6135830277360987
1180,1997-09-30,95.0,95.6875,94.375,94.375,60.1745,4137600,0.5691993000443745,0.050329251908617256,0.5188700481357572,93.865645,96.31563959875636,91.41565040124364,0.0,0.0,93.93477550209825,0.5202846355081858,0.6005750007408962,0.6561885176294591
1181,1997-10-01,95.25,95.8125,94.7813,95.625,60.9715,3567500,0.6287743782333166,0.08792346407804752,0.5408509141552691,94.00627,96.52035335113128,91.49218664886872,0.0,0.0,94.41290145493768,0.7384624583654152,0.6563526424154018,0.6992863818806468
1182,1997-10-02,95.5313,96.1875,95.3125,96.1563,61.3102,2577500,0.7106673952960563,0.13585318491262965,0.5748142103834266,94.14376999999999,96.80788769568005,91.47965230431993,0.0,0.0,94.79920689480626,0.9208087061206547,0.6939978331693973,0.726518599998085
1183,1997-10-03,97.4688,97.75,95.3438,96.6406,61.6191,6499900,0.8053634354985348,0.1844393800920865,0.6209240554064483,94.31877,97.15083375218424,91.48670624781576,0.0,0.0,95.100811662017,1.0,0.7707429011246963,0.8864237214953564
1184,1997-10-06,97.3125,97.6094,96.9063,97.2813,62.0276,2272100,0.9214875304093368,0.2404507800023108,0.681036750407026,94.50549000000001,97.59050017885454,91.42047982114548,0.0,0.0,95.30794848205079,1.0,0.8621817411778867,0.973602902040218
1185,1997-10-07,97.5313,98.5,97.2031,98.1875,62.6054,1832800,1.0742561229416054,0.3145754980276635,0.759680624913942,94.735175,98.17777152058389,91.29257847941611,1.0,0.0,95.42694514079591,1.0,0.9533422078451917,1.0
1186,1997-10-08,98.3594,98.375,96.7344,97.5,62.167,4439400,1.1268610758037454,0.2937443607118426,0.8331167150919028,95.02736,98.36546420892408,91.68925579107592,0.0,0.0,95.61528997734078,0.7366031557431949,0.9619346513182055,0.912201051914398
1187,1997-10-09,96.7813,97.6094,96.2188,97.1563,61.9479,3607800,1.1278163969828654,0.23575974551277012,0.8920566514700953,95.32579999999999,98.28286714770512,92.36873285229485,0.0,0.0,95.7380744057131,0.6081949248060958,0.8979334706991651,0.7815993601830966
1188,1997-10-10,96.3125,96.9844,96.25,96.875,61.7685,2858100,1.0932723734396461,0.16097257757564065,0.9322997958640055,95.536735,98.29735628824965,92.77611371175034,0.0,0.0,95.79965213263672,0.5018578291025534,0.7697841273271476,0.6155519698839477
1189,1997-10-13,97.3438,97.5469,96.7188,96.9688,61.8283,1760300,1.0612316441856677,0.1031454786573297,0.958086165528338,95.760175,98.20703795152333,93.31331204847667,0.0,0.0,95.8691563891163,0.5273088351914527,0.6476461754779151,0.5457871963667004
1190,1997-10-14,97.4688,97.5,96.1875,97.0,61.8482,2235700,1.026523589708205,0.054749939343893494,0.9717736503643115,95.86955,98.33269887208175,93.40640112791826,0.0,0.0,95.97232057026856,0.5363013907905926,0.5610539504262827,0.5218226850281993
1191,1997-10-15,96.3125,97.0625,96.2813,96.7813,61.7088,2601700,0.9701862411608317,-0.0012699273627838625,0.9714561685236156,95.96799000000001,98.4115790210176,93.52440097898243,0.0,0.0,96.29320261770211,0.3548667740481144,0.5134785160238733,0.4728256666767196
1192,1997-10-16,97.3125,97.5,95.0,95.25,60.7324,9488100,0.7928360536532182,-0.1428960918963179,0.9357321455495361,95.96955,98.41126299829396,93.52783700170603,0.0,0.0,96.36596933574941,0.0,0.430568135550385,0.2970560549462354
1193,1997-10-17,95.0156,95.375,93.0,94.2813,60.1147,8151300,0.5675760941682881,-0.29452484110499844,0.8621009352732866,95.93205,98.45203261224908,93.41206738775092,0.0,0.0,96.10278202997928,0.0,0.2960568821018867,0.11828892468270451
1194,1997-10-20,94.8438,95.75,94.1563,95.625,60.9715,3636400,0.4918120108776236,-0.29623113951653046,0.7880431503941541,95.935175,98.4534712104442,93.4168787895558,0.0,0.0,96.13830463983123,0.31503673603363697,0.1734524083244953,0.10501224534454535
1195,1997-10-21,96.2188,97.5,96.0313,97.4844,62.1571,5225400,0.5751761962096964,-0.17029356334756618,0.7454697595572626,96.053145,98.62897322290964,93.47731677709037,0.0,0.0,96.26318716742587,0.655707741547205,0.1822942208513992,0.32358149252694707
1196,1997-10-22,97.3438,97.3906,96.5313,96.8438,61.7486,4485200,0.5828333078378449,-0.1301091613755342,0.7129424692133791,96.178145,98.65060248880299,93.70568751119701,0.0,0.0,96.32965933058291,0.5124425296856573,0.307663135653442,0.49439566908883287
1197,1997-10-23,94.9375,95.75,94.2813,94.9375,60.5332,8054100,0.43012097868225396,-0.22625719242490017,0.6563781711071541,96.240645,98.51322030874954,93.96806969125046,0.0,0.0,96.1250697944216,0.1469388051599408,0.418780062360016,0.4383630254642674
1198,1997-10-24,96.1563,96.1563,93.6719,94.0,59.9354,6778700,0.2307865785896155,-0.34047327401403094,0.5712598526036464,96.217205,98.570630559039,93.86377944096101,0.0,0.0,95.92760496457167,0.0,0.3841841576116556,0.21979377828186575
1199,1997-10-27,93.0156,93.9375,86.8438,87.1875,55.5917,10840700,-0.4714644366235774,-0.8341794313817791,0.3627149947582017,95.80783,100.39406079711841,91.22159920288158,0.0,1.0,94.91185836799802,0.0,0.23571213515537126,0.04897960171997997
1200,1997-10-28,84.375,92.875,84.375,92.2188,58.7997,19548000,-0.6149310219145576,-0.7821168133382075,0.1671857914236498,95.70002000000001,100.51173984288752,90.8883001571125,0.0,0.0,93.66700426944769,0.4959647242484422,0.14469831825044227,0.16532157474948042
1201,1997-10-29,92.5,93.75,91.2813,91.9688,58.6402,10184200,-0.740268876237522,-0.7259637341289374,-0.014305142108584551,95.51721,100.59680100712225,90.43761899287776,0.0,0.0,93.40003781769518,0.4974060144361091,0.18180825201032594,0.3311235795615168
1202,1997-10-30,90.625,92.5625,89.75,89.9375,57.3451,9772900,-0.9920729629436948,-0.7822142566680882,-0.20985870627560663,95.20626999999999,100.82413931108553,89.58840068891445,0.0,0.0,93.05614716591397,0.36948483413798433,0.31691011508394756,0.4542851909408449
1203,1997-10-31,91.8125,92.5,90.4375,92.0625,58.7,7072700,-1.0085340227511637,-0.6389402531804456,-0.36959376957071804,94.977365,100.71461722150259,89.24011277849742,0.0,0.0,92.899706508869,0.5520639620175659,0.41946456912208285,0.47298493686388615
1204,1997-11-03,93.1875,94.375,92.875,94.0,59.9354,5548500,-0.8553791947057192,-0.3886283401080009,-0.4667508545977183,94.8133,100.46465549474956,89.16194450525043,0.0,0.0,92.86185421696014,0.7136942364326287,0.49078371288915257,0.5450810108627261
1205,1997-11-04,93.875,94.4375,93.2813,94.0,59.9354,3455700,-0.7256381847589495,-0.2071098641289849,-0.5185283206299646,94.603925,100.04614087366176,89.16170912633825,0.0,0.0,92.80484969959227,0.7136942364326287,0.5592944753402956,0.6598174782942742
1206,1997-11-05,94.1875,95.2813,93.8438,94.3125,60.1346,4774900,-0.5907910893902937,-0.05781021500826333,-0.5329808743820303,94.44455,99.7223949842749,89.16670501572511,0.0,0.0,92.60462059502873,0.7390022462146781,0.6423429096167709,0.7221302396933117
1207,1997-11-06,94.0313,94.3438,93.5,93.9531,59.9055,3679800,-0.5070790791796327,0.020721436161918128,-0.5278005153415508,94.28439,99.41572801104891,89.15305198895109,0.0,0.0,92.52435648733582,0.7079060872373327,0.7007161915385999,0.720200856628213
1208,1997-11-07,92.375,93.25,91.4375,92.9375,59.2579,10606800,-0.5167305916450147,0.008855938957228915,-0.5255865306022436,94.08751500000001,99.1070927931152,89.06793720688482,0.0,0.0,92.43835233111207,0.6203174854124108,0.7104687897587775,0.689075272954807
1209,1997-11-10,93.625,93.8438,92.0,92.375,58.8993,4347900,-0.5632754450963091,-0.0301511315952524,-0.5331243135010567,93.857825,98.74774443814363,88.96790556185638,0.0,0.0,92.23171958181133,0.6408826457760336,0.6885482896860932,0.6563687394752588
1210,1997-11-11,92.6875,93.0625,92.0313,92.4063,58.9192,3212400,-0.5908262511325404,-0.046161550105186855,-0.5446647010273535,93.62814,98.33420242347405,88.92207757652595,0.0,0.0,92.04470650198573,0.7793152888827418,0.6752052730401538,0.6801718066903951
1211,1997-11-12,91.625,92.7188,90.375,90.5,57.7038,6775300,-0.7577480934557173,-0.17046671394269097,-0.5872813795130263,93.314075,97.97465914917422,88.65349085082579,0.0,0.0,91.76838358025674,0.5612687716162387,0.6656764827524418,0.6604889020916711
1212,1997-11-13,91.4688,92.1563,90.0938,91.8125,58.5406,8589600,-0.7751911540399021,-0.15032781962150066,-0.6248633344184015,93.1422,97.75785433324829,88.52654566675172,0.0,0.0,91.55792148669765,0.7567098331782697,0.6799195577803835,0.6990979645590832
1213,1997-11-14,92.3125,93.3906,91.6094,93.0625,59.3376,5827900,-0.6803081826566881,-0.04435587859062928,-0.6359523040660588,93.08126,97.66723545192225,88.49528454807775,0.0,0.0,91.85591877763228,0.8534404711556807,0.6944644084336059,0.7238063586500627
1214,1997-11-17,94.375,95.3125,94.0313,94.7813,60.4335,5149900,-0.4611046217991088,0.13987814581356006,-0.6009827676126689,93.039075,97.54551007792284,88.53263992207715,0.0,0.0,92.46750909487238,1.0,0.7643181415512655,0.8700501014446499
1215,1997-11-18,94.8125,95.0938,93.8906,94.1875,60.0549,3433600,-0.33147784765941424,0.21560393596260374,-0.547081783622018,92.87423,96.93758510882734,88.81087489117266,0.0,0.0,92.56440363810707,0.8720038367290758,0.8341126320187661,0.9084814359615851
1216,1997-11-19,93.6875,95.0625,93.6875,94.6563,60.3538,4387800,-0.18874373290428537,0.2866704405741861,-0.4754141734784715,92.764855,96.49937781796926,89.03033218203073,0.0,0.0,92.90381294158769,0.9627005705553486,0.9078110021670144,0.9449014690948078
1217,1997-11-20,95.3125,96.5313,95.2813,96.0938,61.2704,4822700,0.03990827988569379,0.41225796269133225,-0.37234968280563846,92.82267,96.72210432877554,88.92323567122446,0.0,0.0,93.21919418375042,1.0,0.9327614580504004,0.9449014690948078
1218,1997-11-21,96.625,96.8125,95.6563,96.75,61.6888,5436500,0.27094323828369227,0.5146343368714646,-0.24369109858777235,92.96017,97.19544166595408,88.72489833404593,0.0,0.0,93.41223027842207,1.0,0.9591232650137996,0.9875668568517826
1219,1997-11-24,96.0,96.3438,94.625,95.0,60.573,4337200,0.3092647214925677,0.442364656064272,-0.13309993457170435,93.350795,96.74116548446537,89.96042451553464,0.0,0.0,93.49951681309803,0.6683534281208771,0.9406398228845166,0.8894511427069588
1220,1997-11-25,95.625,95.8125,94.6563,95.25,60.7324,4525000,0.355707311226098,0.3910457966382419,-0.03533848541214389,93.502355,96.94732868319906,90.05738131680093,0.0,0.0,93.54205488151582,0.7081190883675277,0.8897251683516255,0.7921575054961346
1221,1997-11-26,95.875,95.9844,95.3125,95.5313,60.9117,2681100,0.41048019707172045,0.35665494598709147,0.05382525108462898,93.68048000000002,97.15810778204259,90.20285221795744,0.0,0.0,93.5974512128762,0.7546313748625716,0.7973255373289175,0.7103679637836585
1222,1997-11-28,95.75,96.25,95.5938,95.625,60.9715,1564700,0.45619023359385835,0.3218919860073835,0.13429824758647485,93.96485500000001,97.08329534381531,90.84641465618472,0.0,0.0,93.82299041299747,0.7708876903512643,0.7490238401578604,0.7445460511937876
1223,1997-12-01,96.2188,98.0938,96.0313,98.0938,62.5456,4850900,0.6837455017112575,0.4395578032998261,0.24418769841143137,94.26642000000001,97.73726295732828,90.79557704267174,1.0,0.0,94.15979785830947,1.0,0.7655845677940195,0.8418396884046118
1224,1997-12-02,97.6875,97.9844,97.25,97.5,62.167,1974900,0.8068689111854468,0.4501449702192123,0.3567239409662345,94.44142,98.18324613631839,90.6995938636816,0.0,0.0,94.34754246286215,0.8857038695174635,0.8239720865182142,0.8855305199562423
1225,1997-12-03,97.625,98.5313,96.875,97.7813,62.3464,3302500,0.91657791962038,0.4478831829233164,0.46869473669706363,94.630485,98.63676380921132,90.62420619078867,0.0,0.0,94.88146452079326,0.9020899550689072,0.8855449388521038,0.9292646081954565
1226,1997-12-04,98.5,98.7188,97.375,97.6875,62.2866,2872500,0.9846043174583343,0.41272766460901655,0.5718766528493178,94.799235,99.01648634384186,90.58198365615813,0.0,0.0,95.5892470299985,0.8395274649166372,0.8968562971064563,0.8757737631676691
1227,1997-12-05,97.375,99.0,97.125,98.9375,63.0836,3458800,1.1263958904942228,0.4436153901159241,0.6827805003782987,95.048455,99.61119814617166,90.48571185382835,0.0,0.0,96.09067408050669,1.0,0.9063036148972136,0.9138724733285145
1228,1997-12-08,98.9688,99.0,98.25,98.6563,62.9043,2289200,1.2022178250323918,0.4155498597232745,0.7866679653091173,95.334395,100.04647110188299,90.62231889811702,0.0,0.0,96.34988276642356,0.8799481715005739,0.8987127051006403,0.9064918788057367
1229,1997-12-09,98.2188,98.5938,97.625,98.0625,62.5257,1703000,1.2005533255961325,0.331108288229612,0.8694450373665205,95.61877,100.26818848540623,90.96935151459377,0.0,0.0,96.55103930731762,0.5935325162817536,0.8816193049094535,0.8244935625941089
1230,1997-12-10,97.5625,97.8438,96.4688,97.2188,61.9877,3558400,1.1182640075124937,0.19905517611677848,0.9192088313957152,95.859395,100.31287871389608,91.40591128610393,0.0,0.0,96.79091082569607,0.21863312849261163,0.765007793386053,0.5640379387583128
1231,1997-12-11,96.3125,96.5938,95.3125,95.5625,60.9317,5072800,0.9089220744553614,-0.008229405552283131,0.9171514800076446,96.11252,99.83411031899509,92.39092968100492,0.0,0.0,96.77105754042658,0.0,0.5530844609812924,0.2707218815914548
1232,1997-12-12,96.4375,96.5,94.9063,95.75,61.0512,4478400,0.7495069180777563,-0.13411564954391075,0.883622567621667,96.30939500000001,99.4753774999419,93.14341250005812,0.0,0.0,96.71257395452551,0.05059005050073266,0.3081669600047387,0.08974105966444784
1233,1997-12-15,96.25,97.1094,95.875,96.7188,61.6689,4674700,0.6933508050402963,-0.1522174100650966,0.8455682151053929,96.49221,99.28770941077414,93.69671058922586,0.0,0.0,96.82638837007616,0.3063368982682391,0.1598128636151868,0.118975649589657
1234,1997-12-16,97.2188,97.8125,96.875,97.3125,62.0475,2885800,0.6888131004663478,-0.12540409171123612,0.8142171921775839,96.61877,99.32059896432006,93.91694103567994,0.0,0.0,97.0169018664527,0.45444845603465794,0.15972505917399396,0.27045846826787634
1235,1997-12-17,97.8438,97.875,96.7031,96.8125,61.7287,2236300,0.6375221569914231,-0.14135602814892867,0.7788781851403518,96.75001999999999,99.21096798856841,94.28907201143157,0.0,0.0,97.10654482962289,0.3022997546290091,0.2479319402782786,0.3543617029773018
1236,1997-12-18,96.9375,96.9375,95.2188,95.875,61.1309,4658300,0.5152854103145614,-0.21087421986063237,0.7261596301751938,96.810955,99.11699316489214,94.50491683510788,0.0,0.0,97.04203472840933,0.03122044514483701,0.29582546328267106,0.26265621860283445
1237,1997-12-19,94.5313,95.875,92.375,94.7813,60.6737,8556000,0.32639695738751584,-0.31981013823014237,0.6462070956176582,96.74533,99.19922956608639,94.2914304339136,0.0,0.0,96.56151216255232,0.0,0.242730440501584,0.11117339992461511
1238,1997-12-22,95.4375,95.9063,94.5625,95.3906,61.0638,5136800,0.2232929335001046,-0.3383313296940429,0.5616242631941475,96.67736,99.2012850602264,94.15343493977359,0.0,0.0,96.40559319139632,0.14706996982726517,0.1444199189504947,0.0594301383240338
1239,1997-12-23,95.4375,95.625,93.5313,93.6875,59.9735,4436500,0.0041089497307353895,-0.4460122507707297,0.4501212005014651,96.611735,99.36457288064949,93.8588971193505,0.0,1.0,96.15931682932417,0.0,0.07320895384146812,0.049023323275754795
1240,1997-12-24,94.4375,94.4375,93.25,93.4063,59.7935,2019200,-0.1900951281481582,-0.5121730629196987,0.32207793477154045,96.51955000000001,99.55734893443241,93.48175106556761,0.0,1.0,95.97717002554798,0.0,0.052492261625181356,0.049023323275754795
1241,1997-12-26,94.125,94.125,93.4063,93.7813,60.0335,941800,-0.31016846405729837,-0.505797119063071,0.19562865500577267,96.43204999999999,99.6727092486774,93.19139075132257,0.0,0.0,95.78153849175897,0.08645644196005756,0.04228848684606529,0.028818813986685593
1242,1997-12-29,94.5938,95.7188,94.4375,95.625,61.2138,2080000,-0.25363254815638925,-0.35940896252972954,0.1057764143733403,96.43204999999999,99.6727092486774,93.19139075132257,0.0,0.0,95.6362805719135,0.536403143515321,0.09515399969585565,0.20761986182512593
1243,1997-12-30,95.9375,97.25,95.8438,97.125,62.174,3616000,-0.08678950808410946,-0.1540527379659598,0.06726322988185035,96.38361,99.55161251888133,93.21560748111868,0.0,0.0,95.63268365985293,1.0,0.25913062365675715,0.5409531951584593
1244,1997-12-31,96.875,97.625,96.6875,97.0625,62.134,4359500,0.03993127269144736,-0.021865565752322395,0.06179683844376976,96.361735,99.50454248649012,93.21892751350987,0.0,0.0,95.65099635087934,0.9822780545385686,0.529377818778294,0.8395603993512962
1245,1998-01-02,97.3125,97.6563,96.5313,97.5625,62.4541,2360900,0.1786449183396286,0.09347846391668706,0.08516645442294153,96.35079499999999,99.47523007244722,93.22635992755276,0.0,0.0,95.70635396750329,1.0,0.7915354264519818,0.9940926848461893
1246,1998-01-05,97.8438,98.4375,96.7813,97.7813,62.5941,4191800,0.3027419920715033,0.17406043011884942,0.1286815619526539,96.355485,99.4882025737909,93.2227674262091,0.0,0.0,95.86284919443081,1.0,0.9425819230145586,0.9940926848461893
1247,1998-01-06,97.25,97.2813,96.1875,96.2188,61.5939,3154900,0.2718751183050472,0.1145548450819146,0.15732027322313258,96.21955,99.11961592442967,93.31948407557033,0.0,0.0,95.84136772564308,0.5890789865354943,0.9504038995125145,0.8630263288451645
1248,1998-01-07,96.0938,96.7188,95.2188,96.4688,61.7539,4424200,0.2645363981939539,0.08577289997665705,0.17876349821729687,96.110175,98.79110875590258,93.42924124409741,0.0,0.0,95.78378223344998,0.6472649957067944,0.8675223359240389,0.7454479940807626
1249,1998-01-08,96.3125,96.3125,95.375,95.625,61.2138,3831000,0.18846034798507105,0.007757479814219342,0.1807028681708517,95.98830000000001,98.52064202193104,93.45595797806898,0.0,0.0,95.72685871195849,0.439855612717655,0.7224025070819695,0.5587331983199809
1250,1998-01-09,95.25,95.5,91.9063,92.3125,59.0933,10258800,-0.13753610557442641,-0.2545911789962225,0.1170550734217961,95.742985,98.67069970555745,92.81527029444256,0.0,1.0,95.27480480134439,0.0,0.555518242847409,0.3623735361414829
1251,1998-01-12,91.125,94.1875,90.9063,94.0,60.1736,12097900,-0.2567636847954162,-0.2990550065737699,0.04229132177835363,95.66486,98.68945645401453,92.64026354598548,0.0,0.0,94.96998281605423,0.33508350254185365,0.3931399242937668,0.25831303841983594
1252,1998-01-13,94.625,95.375,94.2188,95.3125,61.0138,5224900,-0.24254866925865315,-0.22787199282960544,-0.01467667642904772,95.642985,98.67112822599464,92.61484177400536,0.0,0.0,94.94407589762963,0.5616728354427196,0.3065351179631701,0.29891877932819083
1253,1998-01-14,95.6875,95.9688,94.7188,95.75,61.2938,3770400,-0.19374717652461015,-0.14325640007644996,-0.050490776448160204,95.59454500000001,98.583036345468,92.60605365453202,0.0,0.0,95.0236215684041,0.6336011649099541,0.3557836617931787,0.5101191676315088
1254,1998-01-15,95.5,95.75,94.8125,94.9531,60.7837,2875400,-0.2168748141087633,-0.13310723012848247,-0.08376758398028084,95.476575,98.36922591214562,92.58392408785437,0.0,0.0,95.07273086438511,0.5019434156401931,0.45825902854132955,0.5657391386642886
1255,1998-01-16,96.25,96.6875,95.6563,96.3125,61.6539,4374800,-0.12408108498969739,-0.03225080080753323,-0.09183028418216416,95.451575,98.3060003886793,92.59714961132072,0.0,0.0,95.1663923218829,0.7290883039369723,0.5658008670416125,0.6215442948290395
1256,1998-01-20,96.6875,98.0156,96.5,97.875,62.6541,5091700,0.0746784587359457,0.13320699433448788,-0.05852853559854219,95.551575,98.59237823262407,92.51077176737593,0.0,0.0,95.33155653591298,0.9572077913788993,0.6388988679373389,0.7294131703186878
1257,1998-01-21,97.2188,97.6875,96.1563,96.9375,62.054,4699400,0.15476438662658154,0.17063433778009898,-0.015869951153517445,95.659385,98.73598787023484,92.58278212976516,0.0,0.0,95.36558879737993,0.789727143244114,0.7254328482225744,0.8253410795199949
1258,1998-01-22,96.1563,96.875,95.875,96.0781,61.5039,4543400,0.14718994965623722,0.13044792064780372,0.01674202900843349,95.69376,98.77294398827307,92.61457601172692,0.0,0.0,95.31574867956286,0.643925826025792,0.7839026122405395,0.7969535868829348
