,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY
,date,open,high,low,close,adjusted_close,volume,macd,macd_diff,macd_signal,bb_mavg,bb_hband,bb_lband,bb_hband_ind,bb_lband_ind,vwap,stoch_rsi,stochrsi_d,stochrsi_k
4219,2009-10-28,106.15,106.4783,104.35,104.41,81.0549,248821406,0.5528642359317217,-0.5016450282490232,1.054509264180745,107.00605,111.338700203969,102.673399796031,0.0,0.0,108.03025683694035,0.0,0.07047270920871058,0.0
4220,2009-10-29,105.19,106.86,104.94,106.65,82.7938,198110594,0.46546258946824537,-0.4712373397699998,0.9366999292382452,107.18855,111.11974572012811,103.2573542798719,0.0,0.0,107.94940478955137,0.32744584023539997,0.036382871137266515,0.10914861341179977
4221,2009-10-30,106.3,106.62,103.44,103.56,80.395,325608094,0.14518537255845843,-0.6332116453438295,0.7783970179022879,107.24204999999999,110.93810889968675,103.54599110031323,0.0,0.0,107.59310858739552,0.0,0.0727657422745331,0.10914861341179977
4222,2009-11-02,104.13,105.41,103.08,104.32,80.985,254489797,-0.04677182442280525,-0.6601350738600745,0.6133632494372693,107.25705,110.90277426137165,103.61132573862837,0.0,0.0,107.33666893345084,0.09957346986420107,0.1202123322855998,0.1423397700332001
4223,2009-11-03,103.74,104.8,103.54,104.65,81.2412,228362500,-0.17030784115257802,-0.6269368724718778,0.4566290313192998,107.21405,110.96008985429329,103.46801014570671,0.0,0.0,107.03597238137029,0.1430113924862494,0.11078333474282764,0.08086162078348326
4224,2009-11-04,105.51,106.33,104.65,104.92,81.4508,247996703,-0.24361602701036134,-0.560196046663729,0.31658001965336763,107.17004999999999,111.00119815557338,103.3389018444266,0.0,0.0,106.77676435168034,0.19395146066853805,0.1229044994965597,0.14551210767299594
4225,2009-11-05,105.66,106.88,105.44,106.8501,82.9492,180015203,-0.14430687317232582,-0.36870951426055476,0.22440264108822897,107.18205499999999,111.00760883047388,103.3565011695261,0.0,0.0,106.6348097130408,0.45630726481990913,0.16359903370490367,0.26442337265823196
4226,2009-11-06,106.26,107.4,106.05,107.13,83.1664,170954094,-0.042527828163343884,-0.21354437540125829,0.1710165472379144,107.175555,111.00099876116725,103.35011123883275,0.0,0.0,106.50294399775115,0.5647455717544232,0.2716456375818392,0.40500143241428993
4227,2009-11-09,107.95,109.63,107.87,109.57,85.0607,159495703,0.23234211112475123,0.04906045110946944,0.1832816600152818,107.270055,111.23163036718083,103.30847963281917,0.0,0.0,106.47101300057071,0.9406931627859885,0.4411133793975428,0.6539153331201067
4228,2009-11-10,109.31,109.93,108.97,109.59,85.0762,171899812,0.4466437204117284,0.21068964831715725,0.23595407209457114,107.37655500000001,111.4653107434817,103.28779925651833,0.0,0.0,106.46228606332818,0.943214921727502,0.6250448836523447,0.8162178854226377
4229,2009-11-11,110.31,110.82,109.62,110.15,85.5109,169466203,0.6541262493925473,0.33453774183838086,0.3195885075541664,107.418555,111.6020493587693,103.23506064123069,0.0,0.0,106.48386628806334,1.0,0.8104786377935246,0.9613026948378298
4230,2009-11-12,110.0,110.57,108.75,109.03,84.6414,157144500,0.7198846268061061,0.32023689540155176,0.39964773140455434,107.384555,111.50356070646055,103.26554929353946,0.0,0.0,106.47873701611299,0.774776808904588,0.8945059412681657,0.9059972435440299
4231,2009-11-13,109.31,110.09,108.75,109.62,85.0995,150962891,0.8102664367249304,0.3284949642563008,0.48177147246862956,107.421055,111.60519755850045,103.23691244149954,0.0,0.0,106.54055166648222,0.8588056370334904,0.9150535845648506,0.8778608153126926
4232,2009-11-16,110.38,111.69,110.32,111.21,86.3338,210922094,0.9986821973539151,0.41352857990822844,0.5851536174456866,107.49205500000001,111.87791018569128,103.10619981430874,0.0,0.0,106.86295087169688,1.0,0.8872396247231382,0.8778608153126926
4233,2009-11-17,110.92,111.39,110.5,111.339,86.434,147134094,1.1452109876204446,0.4480458961398064,0.6971650914806382,107.59845500000002,112.24165267550939,102.95525732449065,0.0,0.0,107.24660665450669,1.0,0.9028856143232938,0.9529352123444966
4234,2009-11-18,111.26,111.43,110.57,111.27,86.3804,156486703,1.2414576354062348,0.4354340351404773,0.8060236002657575,107.75045500000002,112.65791334153042,102.84299665846962,0.0,0.0,107.54638981745723,0.9850873228630385,0.9419417117594006,0.9950291076210126
4235,2009-11-19,110.51,111.3059,109.13,109.82,85.2547,208734500,1.1870473721568544,0.30481901751287754,0.8822283546439769,107.774955,112.7184716828743,102.83143831712572,0.0,0.0,108.1235993064924,0.6430923265333132,0.9413414010325419,0.8760598831321169
4236,2009-11-20,109.25,109.76,109.01,109.43,84.952,134196000,1.0997795320366066,0.1740409419141038,0.9257385901225028,107.842455,112.8373880820199,102.8475219179801,0.0,0.0,108.58554612225639,0.5300810926229308,0.8635030793642966,0.7194202473397605
4237,2009-11-23,110.72,111.74,110.6,110.82,86.031,148010094,1.1297573834291512,0.1632150346453186,0.9665423487838326,108.03795500000001,113.1756330624965,102.90027693750352,0.0,0.0,109.13955882927345,0.764748034426814,0.7471513161109654,0.645973817861019
4238,2009-11-24,111.0,111.2022,110.01,110.99,86.163,138420000,1.153930829580844,0.1499107846376091,1.0040200449432348,108.266455,113.50155243308171,103.03135756691827,0.0,0.0,109.64866915931317,0.6730530073462166,0.6737849255553665,0.6559607114653203
4239,2009-11-25,111.17,111.5,110.82,111.38,86.4658,109564797,1.1908310414708296,0.1494487972220757,1.041382244248754,108.61495500000001,113.70266760920472,103.5272423907953,0.0,0.0,109.98906062375744,0.7688859022401361,0.6791656146657981,0.7355623146710553
4240,2009-11-27,108.4,110.32,108.29,109.57,85.0607,126001797,1.0617832753849825,0.01632082490898279,1.0454624504759997,108.76095500000001,113.78188799635251,103.74002200364751,0.0,0.0,110.19919349718236,0.0,0.6240564431106086,0.48064630319545065
4241,2009-11-30,109.48,110.2,108.12,109.94,85.3479,160874797,0.9780930509543566,-0.053895519617314536,1.0319885705716711,109.07995500000001,113.51512884032047,104.64478115967955,0.0,0.0,110.2275940490871,0.12777644893680506,0.5050320227529397,0.29888745039231346
4242,2009-12-01,110.92,111.66,110.73,111.3,86.4037,159613594,1.0098674557342946,-0.01769689186990142,1.027564347604196,109.428955,113.38342697914776,105.47448302085225,0.0,0.0,110.35877186309881,0.5665842284975943,0.3369957709108545,0.2314535591447995
4243,2009-12-02,111.28,112.01,110.92,111.25,86.3649,132315109,1.019264867391115,-0.00663958417046473,1.0259044515615798,109.75895499999999,113.12017612242951,106.39773387757046,0.0,0.0,110.43556168142129,0.5441914044654576,0.31439723450124385,0.4128506939666187
4244,2009-12-03,111.55,112.18,110.29,110.38,85.6895,167324797,0.9456102484055293,-0.06423536252484041,1.0098456109303697,110.031955,112.56053834129366,107.50337165870633,0.0,0.0,110.54760400663596,0.1566084805035473,0.35558854142231694,0.4224613711555328
4245,2009-12-04,111.84,112.38,110.04,111.01,86.1785,274907812,0.9273838631785907,-0.06596939820142333,0.993353261380014,110.23995,112.33450489065551,108.14539510934448,0.0,0.0,110.6900229701311,0.3770300887873855,0.3981962410136493,0.35927665791879654
4246,2009-12-07,110.91,111.53,110.49,110.84,86.0466,127973797,0.8889742010984776,-0.08350324822522914,0.9724774493237067,110.42545,111.97049802189765,108.88040197810234,0.0,0.0,110.66850777416767,0.29772365778333965,0.3529529238108065,0.27712074235809053
4247,2009-12-08,110.04,110.7725,109.27,109.61,85.0917,169863703,0.750630742761075,-0.17747736525010538,0.9281081080111804,110.42745,111.96816093653867,108.88673906346132,0.0,0.0,110.58123991527711,0.0,0.28710510526682054,0.22491791552357476
4248,2009-12-09,109.58,110.18,109.02,110.021,85.4108,155063297,0.6664741216390553,-0.20930718909770007,0.8757813107367554,110.44899999999998,111.95389481358995,108.94410518641001,0.0,0.0,110.4863366919337,0.16261787876511555,0.2184952789103833,0.1534471788494848
4249,2009-12-10,110.7,111.12,110.45,110.64,85.8913,138014594,0.6423232176643694,-0.18676647445790884,0.8290896921222782,110.47350000000002,111.97407435669486,108.97292564330517,0.0,0.0,110.54154277183426,0.40228273342693593,0.18888843281235876,0.1883002040640169
4250,2009-12-11,111.11,111.36,110.61,111.11,86.2562,124854000,0.6535745240356192,-0.14041213446932732,0.7939866585049465,110.57749999999999,111.94598361333654,109.20901638666344,0.0,0.0,110.64176778743916,0.5790175756482655,0.24101781517564672,0.38130606261343875
4251,2009-12-14,111.87,112.0,105.476,111.87,86.8462,107141508,0.7155682880126903,-0.06273469639380491,0.7783029844064953,110.69000000000001,112.09458976216234,109.28541023783768,0.0,0.0,110.56861409256821,0.8521864128554634,0.3935895024403367,0.6111622406435546
4252,2009-12-15,111.46,111.92,111.0,111.35,86.4425,120408797,0.7145027949689364,-0.05104015155004715,0.7655429465189836,110.697,112.11323317288195,109.28076682711806,0.0,0.0,110.60719498174957,0.5877095941481335,0.5551464991580933,0.6729711942172871
4253,2009-12-16,111.8,112.13,111.27,111.52,86.5745,155358094,0.719086778538994,-0.03716493438399171,0.7562517129229858,110.70605,112.14077010858263,109.27132989141738,0.0,0.0,110.65052715969075,0.7671069799787167,0.673267032396093,0.7356676623274376
4254,2009-12-17,110.72,110.93,110.08,110.18,85.5342,183390094,0.6075889106404304,-0.11893024182604428,0.7265191524664747,110.65155,112.07923294448419,109.22386705551581,0.0,0.0,110.7019042101116,0.002126409751808255,0.6203177281680924,0.45231432795955256
4255,2009-12-18,110.2,110.3,109.28,110.21,86.0183,174591109,0.5157021034761442,-0.1686536391922645,0.6843557426684087,110.67105,112.06297520990573,109.27912479009426,0.0,0.0,110.73452142993877,0.018022810239909225,0.4834669078701559,0.2624187333234778
4256,2009-12-21,110.76,111.7,110.76,111.33,86.8924,118104203,0.5271787975385962,-0.12574155610384996,0.6529203536424462,110.76604999999999,112.06225900705543,109.46984099294455,0.0,0.0,110.72678397007579,0.5850277369392723,0.3054862378644532,0.20172565231032968
4257,2009-12-22,111.57,111.97,111.425,111.73,87.2046,91707438,0.5620716057352411,-0.07267899832576408,0.6347506040610051,110.81154999999998,112.17431725451262,109.44878274548735,0.0,0.0,110.72764745133027,0.7712140421304915,0.3074108606901215,0.45808819643655746
4258,2009-12-23,112.0,112.11,111.5,111.95,87.3763,111783000,0.6005537591002792,-0.027357475968580736,0.6279112350688599,110.85955000000001,112.30895104525013,109.4101489547499,0.0,0.0,110.77081378393993,0.8745278570147424,0.467801242480574,0.7435898786948352
4259,2009-12-24,112.19,112.6,111.9948,112.48,87.79,39677473,0.6661388791543743,0.03058211526841148,0.6355567638859628,110.91455,112.51444418086712,109.3146558191329,0.0,0.0,110.7491284652796,1.0,0.6945306805043788,0.8819139663817444
4260,2009-12-28,112.9,112.99,112.32,112.72,87.9773,87508430,0.729077205360241,0.07481635317942248,0.6542608521808185,111.07204999999999,112.73060460867985,109.41349539132013,0.0,0.0,110.82932296142651,1.0,0.8612265991382756,0.9581759523382471
4261,2009-12-29,113.01,113.03,112.55,112.562,87.854,80572469,0.757475299050185,0.08257155749549316,0.6749037415546918,111.20314999999998,112.89717990232577,109.50912009767418,0.0,0.0,111.01437541263745,0.9006965895228697,0.9356629272980936,0.9668988631742895
4262,2009-12-30,112.23,112.65,112.17,112.52,87.8212,73138359,0.7677418932625244,0.074270521366266,0.6934713718962584,111.26415,113.05294739209734,109.47535260790266,0.0,0.0,111.20258564054107,0.8729583698133722,0.949875489541539,0.9245516531120804
4263,2009-12-31,112.77,112.8,111.39,111.44,86.9783,90637859,0.6808824796879946,-0.010071113766611073,0.6909535934546057,111.27365,113.06406327909907,109.48323672090093,0.0,0.0,111.28302894313902,0.20831410697481278,0.8507022905744627,0.660656355437018
4264,2010-01-04,112.37,113.39,111.51,113.33,88.4534,118944492,0.755840118856824,0.051909220321774585,0.7039308985350494,111.42114999999998,113.3716749831712,109.47062501682876,0.0,0.0,111.41548733169995,0.9944193445247773,0.7590350941066951,0.6918972737709872
4265,2010-01-05,113.26,113.68,112.85,113.63,88.6875,111579906,0.8298856752556816,0.10076382137650575,0.7291218538791758,111.55215000000001,113.71499500368748,109.38930499631255,0.0,0.0,111.66908811760452,1.0,0.6955993710137337,0.7342444838331964
4266,2010-01-06,113.52,113.99,113.43,113.71,88.75,116074398,0.8848229553373415,0.12456088116653241,0.760262074170809,111.69565,114.02489050067325,109.36640949932675,0.0,0.0,111.84067672289747,1.0,0.8080938463708139,0.9981397815082588
4267,2010-01-07,113.5,114.33,113.18,114.19,89.1246,131091000,0.9560721296994785,0.15664804442293556,0.799424085276543,111.92465,114.2889610011117,109.5603389988883,0.0,0.0,112.03765177234405,1.0,0.9107947551138182,1.0
4268,2010-01-08,113.89,114.62,113.66,114.57,89.4212,126402797,1.0313121138327972,0.1855104228450033,0.8458016909877939,112.15210000000002,114.61336617007977,109.69083382992027,0.0,0.0,112.43498544848664,1.0,0.9993799271694194,1.0
4269,2010-01-11,115.08,115.13,114.235,114.73,89.5461,106375695,1.0912715075117774,0.1963758532191867,0.8948956542925907,112.35659999999999,114.95705660605597,109.756143393944,0.0,0.0,112.91811069099964,1.0,1.0,1.0
4270,2010-01-12,113.97,114.21,113.22,113.66,88.711,163333406,1.040455972559272,0.11644825461334496,0.924007717945927,112.48410000000001,115.07761451894548,109.89058548105454,0.0,0.0,113.14077386758134,0.42776299865039363,0.9364181109611547,0.8092543328834642
4271,2010-01-13,113.95,114.94,113.37,114.62,89.4602,161821906,1.0653673799604775,0.11308772961164038,0.9522796503488371,112.62159999999999,115.35796301684948,109.88523698315049,0.0,0.0,113.35182341636356,0.7236256455036204,0.8421279603116005,0.7171295480513377
4272,2010-01-14,114.49,115.14,114.42,114.93,89.7022,115783797,1.0974732703180194,0.11615489597534578,0.9813183743426737,112.80059999999999,115.64697793695473,109.95422206304525,0.0,0.0,113.57419210626252,0.8118040141265269,0.726927144564994,0.6543975527601801
4273,2010-01-15,114.73,114.84,113.2,113.64,88.6954,212283109,1.0072146571187233,0.020717026220839596,0.9864976308978837,112.9066,115.71192610581788,110.10127389418211,0.0,0.0,113.64260253550601,0.20479499012024382,0.6505339946872158,0.58007488325013
4274,2010-01-19,113.62,115.13,113.59,115.06,89.8037,139172609,1.0382973429925784,0.04143976967575569,0.9968575733168227,113.15060000000001,115.80997349012597,110.49122650987405,0.0,0.0,113.76671068124135,0.6236047306758005,0.5937356714392777,0.5467345783075235
4275,2010-01-20,114.28,114.45,112.98,113.89,88.8905,216490094,0.9574840929736013,-0.031498784274577196,0.9889828772481785,113.3346,115.64041008758001,111.02878991241998,0.0,0.0,113.81251381939398,0.1602547390580439,0.4854536493918941,0.3295514866180291
4276,2010-01-21,113.92,114.27,111.56,111.7,87.1812,344859500,0.7085565142638615,-0.22434109038745365,0.9328976046513151,113.35310000000001,115.59945045351029,111.10674954648974,0.0,0.0,113.6504197743168,0.0,0.3791908516122778,0.2612864899112812
4277,2010-01-22,111.2,111.7416,109.09,109.21,85.2378,345942406,0.3068205877617771,-0.5008616135116304,0.8076822012734075,113.2271,116.03579207283124,110.41840792716874,0.0,1.0,113.19515084133145,0.0,0.214752074293997,0.053418246352681005
4278,2010-01-25,110.21,110.41,109.41,109.77,85.6748,186937500,0.03324605175288298,-0.6195489196164197,0.6527949713693026,113.11809999999998,116.26537475127044,109.97082524872953,0.0,1.0,112.96550337750394,0.08704511881176756,0.11457325862262806,0.029015039603922224
4279,2010-01-26,109.34,110.47,109.04,109.31,85.3158,211168703,-0.21816700126551325,-0.6967695781078527,0.4786025768423395,112.9596,116.51259031239653,109.40660968760346,0.0,1.0,112.67211635799703,0.04112134408516498,0.04171848008519341,0.042722154298977216
4280,2010-01-27,109.17,110.08,108.33,109.83,85.7217,271863625,-0.3711753248409906,-0.6798223213466641,0.3086469965056735,112.8151,116.6213602065522,109.0088397934478,0.0,0.0,112.30394124973344,0.12581913581504178,0.05213302004674123,0.08466186623732448
4281,2010-01-28,110.19,110.25,107.91,108.57,84.7382,316104000,-0.5873365433136257,-0.7167868318554393,0.12945028854181367,112.6155,116.8486570960669,108.3823429039331,0.0,0.0,111.86465732107523,0.0,0.06101028238990114,0.05564682663340195
4282,2010-01-29,109.04,109.8,107.22,107.39,83.8173,310677594,-0.8441313835037079,-0.7788653376364172,-0.06526604586729062,112.35900000000001,117.16688893382326,107.55111106617676,0.0,1.0,111.39284992096245,0.0,0.060749468269691055,0.04193971193834697
4283,2010-02-01,108.15,109.07,107.5008,109.06,85.1207,187864891,-0.902484818028654,-0.6697750177290906,-0.2327098002995633,112.24000000000001,117.24668752769529,107.23331247230473,0.0,0.0,111.11432834743684,0.2572184333597442,0.061108672119443264,0.0857394777865811
4284,2010-02-02,109.26,110.59,108.88,110.38,86.1509,216327906,-0.8326194482914815,-0.47992771839353454,-0.35269172989794695,112.09250000000002,117.13573259427707,107.04926740572296,0.0,0.0,110.90623539419772,0.43112548225925107,0.11904238719930865,0.22944797187299812
4285,2010-02-03,109.88,110.4815,109.51,109.83,85.7217,172730594,-0.8122677261521858,-0.36766079700339105,-0.44460692914879474,111.9025,116.98588420739348,106.81911579260652,0.0,0.0,110.6853086266501,0.3713696915370063,0.2228084395705264,0.3532378690520002
4286,2010-02-04,108.98,109.03,106.42,106.44,83.0758,356715594,-1.05749338286752,-0.4903091629749802,-0.5671842198925398,111.53900000000002,117.07313371721133,106.0048662827887,0.0,0.0,110.20132963994591,0.07889969432395794,0.29216137676613435,0.2937982893734048
4287,2010-02-05,106.56,106.88,104.58,106.66,83.2475,493585781,-1.2200206821987223,-0.522269169844946,-0.6977515123537763,111.1625,116.9430704735755,105.38192952642449,0.0,0.0,109.44870592415629,0.11147103174358006,0.27809432143119533,0.18724680586818113
4288,2010-02-08,106.74,107.33,105.8099,105.89,82.6465,224166797,-1.3948780172052437,-0.557701203881174,-0.8371768133240698,110.72849999999998,116.72009502970371,104.73690497029625,0.0,0.0,109.08243853182182,0.06077746086547087,0.18825371918419612,0.08371606231100266
4289,2010-02-09,107.13,108.15,106.27,107.22,83.6846,337820406,-1.4098815928689703,-0.45816382363592045,-0.9517177692330498,110.35300000000002,116.23472797738627,104.47127202261377,0.0,0.0,108.66829436928454,0.5198812171243928,0.1672242571412215,0.23070990324448096
4290,2010-02-10,107.05,107.6,106.11,107.01,83.5207,240511500,-1.4223216411198223,-0.376483097509418,-1.0458385436104043,110.0205,115.86860901060899,104.172390989391,0.0,0.0,108.21675718461476,0.4764278610198783,0.22226271507513237,0.3523621796699137
4291,2010-02-11,106.87,108.25,106.25,108.13,84.3948,223591500,-1.3265145946939185,-0.22454084086681125,-1.1019737538271073,109.696,115.19717223871096,104.19482776128903,0.0,0.0,108.01082263663886,0.8212472524863991,0.3963080643748725,0.6058521102102231
4292,2010-02-12,106.99,108.1012,106.51,108.04,84.3246,304622031,-1.2435146056742639,-0.11323268147772514,-1.1302819241965387,109.35150000000002,114.33724879029842,104.36575120970161,0.0,0.0,107.8850237920734,0.7994450588619786,0.5524181157787406,0.699040057456085
4293,2010-02-16,108.86,109.85,107.821,109.74,85.6514,159317406,-1.0287024820187014,0.0812635537422699,-1.1099660357609713,109.15649999999998,113.74534854837907,104.56765145162089,0.0,0.0,107.84202069787212,1.0,0.7261520904830334,0.8735641037827923
4294,2010-02-17,110.27,110.41,109.74,110.26,86.0573,168844984,-0.8071977984478735,0.2422145898504784,-1.049412388298352,108.9165,112.67155139777866,105.16144860222134,0.0,0.0,107.8313165338094,1.0,0.8352508380642899,0.9331483529539927
4295,2010-02-18,110.08,111.14,110.035,110.91,86.5646,193708500,-0.5726035557818818,0.38144706601317613,-0.954050621795058,108.7675,111.90744824797457,105.62755175202543,0.0,0.0,107.8908471101803,1.0,0.9355708189122615,1.0
4296,2010-02-19,110.62,111.57,110.36,111.14,86.7441,222684797,-0.36393167271558013,0.47209515926358225,-0.8360268319791624,108.73949999999999,111.78284996343804,105.69615003656195,0.0,0.0,108.06820263547418,1.0,0.9777161176513308,1.0
4297,2010-02-22,111.55,111.58,110.83,111.16,86.7597,132346797,-0.1946994945557492,0.5130618699387306,-0.7077613644944798,108.83700000000002,112.05436600341942,105.61963399658062,0.0,0.0,108.16215441819615,1.0,1.0,1.0
4298,2010-02-23,110.86,111.2,109.52,109.81,85.7061,207496891,-0.16758369121622252,0.43214213862260586,-0.5997258298388284,108.83900000000001,112.05873228700136,105.61926771299866,0.0,0.0,108.17124192043893,0.7119167746611011,0.9679907527401221,0.9039722582203668
4299,2010-02-24,110.14,111.0,109.86,110.82,86.4944,176350594,-0.06385952972551934,0.42869304009064724,-0.4925525698161666,108.9145,112.24382110196049,105.58517889803952,0.0,0.0,108.2048450150763,0.9032781260504167,0.9252346305969574,0.8717316335705055
4300,2010-02-25,109.24,110.75,108.94,110.67,86.3773,259634703,0.006167770926467142,0.398976272594107,-0.39280850166763986,108.95649999999998,112.3515038291524,105.56149617084755,0.0,0.0,108.4503696736373,0.8708903347281793,0.868132990090257,0.8286950784798988
4301,2010-02-26,110.77,111.12,110.11,110.74,86.4319,173589203,0.0665462227657514,0.367483779546713,-0.3009375567809616,109.06500000000001,112.54138605450551,105.58861394549452,0.0,0.0,108.97032892818031,0.8849476230722261,0.8622662466668926,0.8863720279502738
4302,2010-03-01,111.2,112.0,111.17,111.89,87.3295,147709594,0.20483080785048458,0.40461469170515696,-0.19978388385467238,109.28999999999999,112.88412854527513,105.69587145472485,0.0,0.0,109.30616506456722,1.0,0.8778932530101023,0.9186126526001348
4303,2010-03-02,112.37,112.74,112.0,112.2,87.5714,160992406,0.33556852200119636,0.428281924684695,-0.09271340268349866,109.447,113.25517594130872,105.63882405869128,0.0,0.0,109.73595943945965,1.0,0.9222112960803833,0.9616492076907418
4304,2010-03-03,112.49,112.97,112.02,112.3,87.6495,150784891,0.4421514203015988,0.427891858388078,0.014259561913520846,109.54299999999998,113.5328827050382,105.55311729496175,0.0,0.0,110.14119062738204,1.0,0.9600872867636254,1.0
4305,2010-03-04,112.45,112.8,112.03,112.641,87.9156,135770406,0.5478200566303855,0.4268483957734917,0.12097166085689377,109.68355,113.89581706061759,105.4712829393824,0.0,0.0,110.48808877376155,1.0,0.9872164025635805,1.0
4306,2010-03-05,113.37,114.34,113.1,114.25,89.1715,176118797,0.7527191870118486,0.5053980209239638,0.24732116608788476,110.07404999999999,114.4557851117983,105.69231488820166,0.0,0.0,111.09457441575536,1.0,1.0,1.0
4307,2010-03-08,114.26,114.52,114.07,114.27,89.1871,114631102,0.9062701388832437,0.5271591782362871,0.3791109606469566,110.45455,114.90545253656137,106.00364746343863,0.0,0.0,111.37457561549978,1.0,1.0,1.0
4308,2010-03-09,113.93,114.99,113.87,114.46,89.3354,154556703,1.0314024215302595,0.5218331687066423,0.5095692528236172,110.88305,115.13954938211799,106.626550617882,0.0,0.0,111.6583204573741,1.0,1.0,1.0
4309,2010-03-10,114.51,115.275,114.41,114.97,89.7334,186088797,1.1583704216493516,0.5190409350605875,0.6393294865887641,111.27054999999999,115.53367174233543,107.00742825766454,0.0,0.0,111.98642901859318,1.0,1.0,1.0
4310,2010-03-11,114.7,115.48,114.35,115.45,90.108,160875812,1.2829365707837042,0.514885667355952,0.7680509034277522,111.69255000000001,115.85487797722328,107.53022202277674,0.0,0.0,112.29208105713836,1.0,1.0,1.0
4311,2010-03-12,115.95,115.97,115.14,115.46,90.1159,162074797,1.366708493087998,0.4789260717281967,0.8877824213598013,112.05905,116.19282171478756,107.92527828521244,0.0,0.0,112.57499338801271,1.0,1.0,1.0
4312,2010-03-15,115.26,115.575,114.6,115.49,90.1393,146816797,1.4191599023795192,0.4251019848157742,0.994057917563745,112.43154999999999,116.38841423699117,108.47468576300881,0.0,0.0,112.95930540287623,1.0,1.0,1.0
4313,2010-03-16,115.81,116.52,115.49,116.41,90.8573,168672984,1.5174718623386667,0.41873115581993736,1.0987407065187293,112.76505000000002,116.87948923153348,108.65061076846655,0.0,0.0,113.37683535423385,1.0,1.0,1.0
4314,2010-03-17,116.76,117.48,116.4198,117.1,91.3959,177468094,1.6322465105990887,0.42680464326428735,1.2054418673348013,113.10705,117.4618240917278,108.7522759082722,0.0,0.0,114.04852793613678,1.0,1.0,1.0
4315,2010-03-18,117.11,117.27,116.57,117.0375,91.3471,196508984,1.6985828132464462,0.39451275672931585,1.3040700565171304,113.413425,117.96456513489868,108.86228486510133,0.0,0.0,114.56693828916819,0.966553768155437,0.9962837520172706,0.988851256051812
4316,2010-03-19,116.96,117.293,115.52,115.97,90.8869,226641109,1.6460419356824332,0.2735775033322423,1.3724644323501909,113.65492499999998,118.21048319054994,109.09936680945002,0.0,0.0,114.91611309096382,0.39574718428356426,0.9254283022882706,0.787433650813
4317,2010-03-22,115.31,116.8,115.24,116.5925,91.3748,184477703,1.6357772374692416,0.2106502440952407,1.425126993374001,113.92654999999999,118.50245746082003,109.35064253917996,0.0,0.0,115.19707762271315,0.5309434005027878,0.8024554526151358,0.631081450980596
4318,2010-03-23,116.76,117.51,116.38,117.41,92.0155,182941594,1.6743074341686537,0.19934435263572214,1.4749630815329315,114.30654999999999,118.71098152858465,109.90211847141532,0.0,0.0,115.51951740483365,0.6811970789126711,0.6514925521199788,0.5359625545663408
4319,2010-03-24,116.97,117.4264,115.58,116.84,91.5688,196183297,1.6399443981449053,0.131985053289579,1.5079593448553263,114.60754999999999,118.83709852082256,110.37800147917741,0.0,0.0,115.7768164744142,0.06619689742110453,0.531052154830819,0.4261124589455208
4320,2010-03-25,117.63,118.1666,116.51,116.65,91.4199,223396297,1.5791762713668192,0.05697354120919429,1.5222027301576249,114.90655000000001,118.81358686826658,110.99951313173344,0.0,0.0,116.03019017781385,0.0,0.40373544631881764,0.24913132544459157
4321,2010-03-26,116.87,117.42,116.12,116.582,91.3666,205808500,1.508145103419693,-0.011246101390345542,1.5193912048100386,115.19865,118.66463416182128,111.73266583817872,0.0,0.0,116.16205502770399,0.0,0.23243647228793773,0.022065632473701177
4322,2010-03-29,117.1699,117.53,116.6886,117.32,91.945,134513500,1.494178859547489,-0.02016987621003996,1.514348735757529,115.47015000000002,118.69951362306844,112.2407863769316,0.0,0.0,116.31994914182758,0.28049504227104577,0.121565101780658,0.09349834742368159
4323,2010-03-30,117.46,117.83,116.91,117.4,92.0077,145772406,1.4725907327581922,-0.03340640239946957,1.5059971351576618,115.73014999999998,118.69063600908684,112.76966399091312,0.0,0.0,116.48775512840028,0.30979839981449087,0.10410948686418701,0.19676448069517857
4324,2010-03-31,116.95,117.52,116.61,117.0,91.6942,161078703,1.4069864655271687,-0.07920853570439457,1.4861950012315632,115.96515,118.5171875016838,113.4131124983162,0.0,0.0,116.61266605244232,0.0,0.16234243627134612,0.19676448069517857
4325,2010-04-01,117.8,118.25,117.1,117.8,92.3211,161215203,1.4033707408814706,-0.06625940828007426,1.4696301491615449,116.2231,118.3933725312739,114.05282746872611,0.0,0.0,116.75383099137716,0.3142576908961225,0.20051588609796475,0.20801869690353744
4326,2010-04-05,118.25,118.84,117.92,118.76,93.0735,105847602,1.461126275807132,-0.006803098683530351,1.4679293744906623,116.44860000000001,118.68807079909594,114.20912920090409,1.0,0.0,116.9199822140515,0.6325878037721693,0.24013278082938197,0.31561516488943026
4327,2010-04-06,118.42,119.25,118.29,119.04,93.2929,110384094,1.5120615094291452,0.035305707950786136,1.476755801478359,116.68710000000002,118.96339340376078,114.41080659623925,1.0,0.0,117.06329691357388,0.7171541722614396,0.35943347247873697,0.5546665556432434
4328,2010-04-07,118.8,119.3567,117.81,118.36,92.76,184576297,1.4804915470597422,0.002988596465106408,1.4775029505946358,116.8821,119.0261932022666,114.73800679773339,0.0,0.0,117.17823258633746,0.19229061779780143,0.461430861714381,0.5140108646104697
